property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sobha city,sector 108,4.1 Crore,23401.0,Super Built up area 2344(217.76 sq.m.)Built Up area: 2343 sq.ft. (217.67 sq.m.)Carpet area: 1752 sq.ft. (162.77 sq.m.),4,5,3,25.0,North-East,0 to 1 Year Old,,2344.0,2343.0,1752.0,1,1,0,0,0,2,97
flat,bestech park view grand spa,sector 81,2.91 Crore,9136.0,Super Built up area 3185(295.9 sq.m.)Carpet area: 2837 sq.ft. (263.57 sq.m.),4,5,2,6.0,North-East,1 to 5 Year Old,,3185.0,,2837.0,0,1,0,0,0,1,101
flat,huda ashok vihar phase,sector 4,43 Lac,6615.0,Carpet area: 650 (60.39 sq.m.),2,2,1,2.0,,1 to 5 Year Old,,,,650.0,0,0,0,0,0,0,7
flat,on request,sector 103,1.69 Crore,9146.0,Super Built up area 1845(171.41 sq.m.),3,3,3+,8.0,,1 to 5 Year Old,,1845.0,,,0,0,0,0,0,0,49
flat,pyramid urban homes 2,sector 86,41.5 Lac,8283.0,Carpet area: 501 (46.54 sq.m.),2,2,1,7.0,West,0 to 1 Year Old,,,,501.0,1,1,0,1,1,0,49
house,dlf city phase 1,sector 26,3.25,33129.0,Plot area 109(91.14 sq.m.),3,3,3,2.0,West,10+ Year Old,981.0,,109.0,,1,0,0,0,0,0,79
flat,milan cghs 9,sector 39,2 Crore,8333.0,Built Up area: 2400 (222.97 sq.m.),3,3,3+,0.0,,undefined,,,2400.0,,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.6 Crore,7302.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,1 to 5 Year Old,,2191.0,2000.0,1800.0,0,0,0,0,1,1,139
flat,shree vardhman flora,sector 90,86 Lac,6254.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),3,4,3,0.0,North,1 to 5 Year Old,,1950.0,1525.0,1375.0,0,1,0,0,0,1,84
flat,la vida by tata housing,sector 113,1.75 Crore,10489.0,Super Built up area 1573(146.14 sq.m.),2,2,3,10.0,East,1 to 5 Year Old,,1573.0,,,1,0,0,0,0,0,93
flat,paras dews,sector 106,1.2 Crore,6818.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,9.0,North-East,1 to 5 Year Old,,1760.0,1186.0,1130.0,0,1,0,0,0,0,174
flat,indiabulls centrum park,sector 103,2.45 Crore,8521.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,1 to 5 Year Old,,2875.0,,,0,1,0,0,0,0,38
flat,shree vardhman flora,sector 90,96 Lac,5120.0,Super Built up area 1875(174.19 sq.m.),3,4,3,3.0,North,0 to 1 Year Old,,1875.0,,,0,1,0,0,0,0,106
flat,pyramid urban,sector 67a,60 Lac,8571.0,Super Built up area 700(65.03 sq.m.),2,2,2,14.0,,0 to 1 Year Old,,700.0,,,0,0,0,0,0,0,15
flat,shree arihant apartment,sector 54,1.55 Crore,8611.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,3.0,North-East,5 to 10 Year Old,,2000.0,1900.0,1800.0,0,1,0,0,0,1,109
flat,orchid petals,sector 49,2.38 Crore,11497.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2061 sq.ft. (191.47 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3,1.0,West,1 to 5 Year Old,,2070.0,2061.0,1750.0,1,0,0,0,0,0,49
flat,dlf the primus,sector 82a,2.55 Crore,11218.0,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,14.0,South-West,1 to 5 Year Old,,2273.0,,1340.0,0,0,0,0,0,2,44
house,shri shyam residency,sector 104,0.62,12400.0,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),3,3,1,2.0,,5 to 10 Year Old,500.0,,900.0,480.0,0,0,0,0,1,2,8
flat,pivotal devaan,sector 84,34 Lac,7039.0,Carpet area: 483 (44.87 sq.m.),2,2,1,1.0,East,1 to 5 Year Old,,,,483.0,0,0,1,0,0,1,84
flat,bestech spa signature,sector 81,4.45 Crore,10595.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4,4,3+,8.0,South-West,1 to 5 Year Old,,4200.0,3850.0,3600.0,1,1,0,1,1,1,49
house,dlf city plots phase 4,sector 28,9.54,29444.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,Within 6 months,3240.0,,360.0,,1,1,1,1,0,0,153
house,,sector 31,4.6,32258.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,undefined,1426.0,,1426.0,1069.0,0,0,0,0,0,0,0
flat,tulip orange,sector 70,1 Crore,10309.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,,5 to 10 Year Old,,,,970.0,0,0,0,0,0,0,58
flat,the center court,sector 88a,2.1 Crore,12173.0,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),4,4,3,0.0,East,Within 6 months,,2175.0,1745.0,1725.0,1,1,0,0,0,0,142
flat,eldeco accolade,sohna road,78 Lac,6170.0,Super Built up area 1264(117.43 sq.m.),2,2,2,3.0,,1 to 5 Year Old,,1264.0,,,0,0,0,0,0,0,72
house,cloudnine cottages,sohna road,5.5,55000.0,Plot area 1000(92.9 sq.m.),3,3,0,1.0,,5 to 10 Year Old,1000.0,,1000.0,,0,0,0,0,0,0,0
flat,ireo victory valley,sector 67,4.55 Crore,14536.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19.0,South,1 to 5 Year Old,,3130.0,,,0,1,0,0,0,1,156
house,,sector 24,2.75,7666.0,Built Up area: 3000 (278.71 sq.m.),7,7,3+,3.0,North-East,5 to 10 Year Old,3587.0,,3000.0,,0,0,0,0,1,1,0
flat,whiteland blissville,sector 76,1.9 Crore,11363.0,Super Built up area 1672(155.33 sq.m.),3,3,2,0.0,,By 2024,,1672.0,,,0,0,0,0,0,0,61
flat,sobha city,sector 108,2.5 Crore,14611.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3,3,2,19.0,East,0 to 1 Year Old,,1711.0,1480.0,1111.44,0,0,0,0,0,0,166
flat,mapsko casa bella,sector 82,85.75 Lac,8120.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,5.0,South,5 to 10 Year Old,,1430.0,,1056.0,1,0,0,0,0,1,120
flat,vipul lavanya,sector 81,64.5 Lac,5265.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2,2,2,14.0,,5 to 10 Year Old,,1225.0,,776.0,0,0,0,0,0,0,96
flat,signature global city 92,sector 92,99 Lac,9074.0,Built Up area: 1091 (101.36 sq.m.),3,2,3,1.0,,Dec 2024,,,1091.0,,0,0,0,0,0,0,24
flat,m3m the marina,sector 68,2.22 Crore,14322.0,Super Built up area 1550(144 sq.m.),3,2,3,4.0,East,1 to 5 Year Old,,1550.0,,,0,0,0,0,0,0,44
flat,vatika the seven lamps,sector 82,77.5 Lac,5932.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,1 to 5 Year Old,,1298.0,,,0,0,0,0,0,1,103
flat,emaar mgf emerald floors premier,sector 65,2.8 Crore,16969.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,1 to 5 Year Old,,1650.0,,,0,1,0,0,0,0,105
house,,sector 2,1.0,8230.0,Plot area 135(112.88 sq.m.),9,7,3+,3.0,North,5 to 10 Year Old,1215.0,,135.0,,0,0,0,1,0,0,0
flat,pareena coban residences,sector 99a,1.6 Crore,8000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,,By 2023,,2000.0,,,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.5 Crore,8255.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3,12.0,South-West,1 to 5 Year Old,,1811.0,,1560.0,0,0,0,0,1,0,49
house,,sector 9,3.2,13519.0,Plot area 263(219.9 sq.m.),3,3,2,1.0,East,10+ Year Old,2367.0,,263.0,,0,0,0,0,0,1,36
flat,umang monsoon breeze,sector 78,88 Lac,4746.0,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3,4,3,8.0,North-West,5 to 10 Year Old,,1854.0,1668.0,1501.0,0,1,0,1,0,0,111
flat,emaar palm gardens,sector 83,1.8 Crore,9473.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3,4,3,4.0,West,1 to 5 Year Old,,1900.0,,1244.33,1,1,1,1,0,1,174
flat,emaar gurgaon greens,sector 102,1.52 Crore,9212.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,1 to 5 Year Old,,1650.0,,1022.58,0,1,0,0,0,1,137
flat,m3m woodshire,sector 107,1.8 Crore,7623.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),3,4,3+,2.0,,1 to 5 Year Old,,2361.0,,1384.0,0,1,0,0,0,0,129
flat,dlf the grove,sector 54,5.7 Crore,41245.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,undefined,,,1382.0,,0,0,0,0,0,0,46
flat,emaar mgf palm hills,sector 77,1.25 Crore,8620.0,Carpet area: 1450 (134.71 sq.m.),3,4,3,1.0,West,1 to 5 Year Old,,,,1450.0,0,1,0,0,0,1,104
flat,umang winter hills,sector 77,1.1 Crore,5296.0,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,9.0,North,1 to 5 Year Old,,2077.0,,1600.0,0,1,0,0,0,0,49
flat,eldeco accolade,sohna road,73 Lac,5752.0,Super Built up area 1269(117.89 sq.m.),2,2,3,9.0,North-East,1 to 5 Year Old,,1269.0,,,0,0,0,1,0,0,103
flat,residency grand,sector 52,5 Crore,9615.0,Built Up area: 5200 (483.1 sq.m.),5,5,3+,2.0,East,undefined,,,5200.0,,0,0,0,0,0,0,0
flat,indiabulls enigma,sector 110,4.25 Crore,10953.0,Super Built up area 3880(360.46 sq.m.),5,5,3+,4.0,East,1 to 5 Year Old,,3880.0,,,0,1,0,0,0,0,101
flat,supertech araville,sector 79,80 Lac,5266.0,Carpet area: 1519 (141.12 sq.m.),2,2,2,12.0,,0 to 1 Year Old,,,,1519.0,1,0,0,0,0,0,49
flat,emaar mgf emerald floors premier,sector 65,3 Crore,15189.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,2.0,South-East,1 to 5 Year Old,,1975.0,,,0,1,0,0,0,0,87
flat,suncity vatsal valley,gwal pahari,1 Crore,13340.0,Carpet area: 750 (69.68 sq.m.),2,2,2,3.0,,Within 6 months,,,,750.0,0,0,0,0,0,1,13
house,huda housing board colony,sector 31,4.6,31506.0,Plot area 1460(135.64 sq.m.),6,4,3+,3.0,East,10+ Year Old,1460.0,,1460.0,,0,0,0,0,1,0,8
flat,ramson kshitij sec-95 gurugram,sector 95,27 Lac,2700.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,0,1.0,West,undefined,,1000.0,,550.0,0,0,0,0,0,0,0
flat,dlf park place,sector 54,4.85 Crore,25866.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,25.0,South-East,1 to 5 Year Old,,1875.0,,,0,1,0,0,0,1,26
flat,paras dews,sector 106,97 Lac,8818.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,North-East,0 to 1 Year Old,,1385.0,1200.0,1100.0,0,0,0,1,0,1,174
flat,ats tourmaline,sector 109,1.4 Crore,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3,3,3+,5.0,East,1 to 5 Year Old,,1750.0,1466.0,,0,0,0,0,0,0,44
flat,adani aangan galleria,sector 89,42 Lac,4941.0,Super Built up area 850(78.97 sq.m.),2,2,2,3.0,,1 to 5 Year Old,,850.0,,,0,0,0,0,0,0,0
house,private house,sector 55,7.05,46906.0,Plot area 167(139.63 sq.m.),18,18,3+,4.0,North-East,1 to 5 Year Old,1503.0,,167.0,,0,0,0,0,1,2,57
flat,dlf royalton tower,sector 43,6.2 Crore,20687.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,5 to 10 Year Old,,2997.0,,,0,1,0,0,0,0,7
flat,signature global city 63a,sector 63a,1.4 Crore,11336.0,Carpet area: 1235 (114.74 sq.m.),2,2,2,3.0,East,Jul 2024,,,,1235.0,0,0,0,0,1,0,0
house,,sector 54,5.5,38194.0,Plot area 160(133.78 sq.m.),18,18,3+,4.0,South-West,1 to 5 Year Old,1440.0,,160.0,,0,1,0,0,0,2,70
flat,vatika the seven lamps,sector 82,1 Crore,5923.0,Super Built up area 1435(133.32 sq.m.),2,2,2,11.0,South,1 to 5 Year Old,,1435.0,,,1,0,0,0,0,1,90
house,satya the legend,sector 57,9.25,16577.0,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3+,4.0,North-East,1 to 5 Year Old,5580.0,,630.0,620.0,1,1,1,1,0,1,160
flat,tulip white,sector 69,90 Lac,6787.0,Carpet area: 1326 (123.19 sq.m.),3,2,3,6.0,North-East,1 to 5 Year Old,,,,1326.0,0,0,0,1,0,0,121
flat,guru gram haryana cghs,sector 56,1.39 Crore,8424.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,2,3,6.0,South,10+ Year Old,,1850.0,1750.0,1650.0,0,1,0,1,0,1,89
flat,ireo the corridors,sector 67a,1.62 Crore,9380.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,4.0,North,0 to 1 Year Old,,1727.0,,1017.0,0,0,1,0,0,1,142
flat,pareena laxmi apartments,sector 99a,32 Lac,6106.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,2.0,,0 to 1 Year Old,,524.0,,424.8,0,0,0,0,0,0,50
flat,vatika city,sector 49,1.69 Crore,8622.0,Carpet area: 1960 (182.09 sq.m.),3,3,3,3.0,North,5 to 10 Year Old,,,,1960.0,0,0,0,1,0,0,136
flat,vatika gurgaon,sector 83,1.4 Crore,6628.0,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,,1 to 5 Year Old,,1735.0,,,0,0,0,0,0,1,74
flat,sare crescent parc,sector 92,1 Crore,4778.0,Built Up area: 2093 (194.45 sq.m.),4,4,3,9.0,,undefined,,,2093.0,,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.9 Crore,9452.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,4,2,6.0,West,1 to 5 Year Old,,2010.0,,1500.0,0,0,1,0,0,0,174
flat,rof ananda,sector 95,36.5 Lac,5658.0,Carpet area: 645 (59.92 sq.m.),2,2,2,10.0,East,0 to 1 Year Old,,,,645.0,1,0,0,0,0,0,75
house,,sector 50,11.58,35741.0,Plot area 360(301.01 sq.m.),5,5,3,2.0,,5 to 10 Year Old,3240.0,,360.0,,0,1,0,0,0,0,20
flat,unitech vistas,sector 70,9 Crore,57507.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,,undefined,,,1565.0,,0,0,0,0,0,0,0
flat,sare crescent parc,sector 92,65 Lac,4596.0,Carpet area: 1414 (131.36 sq.m.),3,3,3,3.0,,5 to 10 Year Old,,,,1414.0,0,0,0,0,0,0,44
house,ireo victory valley,sector 67,8.0,22222.0,Plot area 400(334.45 sq.m.),6,7,3+,3.0,North-East,5 to 10 Year Old,3600.0,,400.0,,1,1,1,1,0,1,151
house,,sector 24,5.25,38889.0,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),4,4,3+,2.0,East,1 to 5 Year Old,1350.0,,160.0,150.0,0,1,0,1,0,1,72
flat,signature andour heights,sector 71,37 Lac,7400.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2.0,North-East,1 to 5 Year Old,,500.0,425.0,366.48,0,0,0,0,0,1,37
flat,paras dews,sector 106,1.14 Crore,6000.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,8.0,South,1 to 5 Year Old,,1900.0,1305.0,1173.0,1,1,0,0,0,0,49
house,ansal sushant lok plots,sector 43,5.8,29974.0,Plot area 215(179.77 sq.m.),6,6,3,2.0,South-West,1 to 5 Year Old,1935.0,,215.0,,0,1,0,0,1,1,49
flat,suncity avenue 76,sector 76,55 Lac,7422.0,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,North-East,Under Construction,,,,741.0,0,0,0,0,0,0,26
flat,signature global park,sohna road,54 Lac,7248.0,Carpet area: 745 (69.21 sq.m.),2,1,3,1.0,,Within 6 months,,,,745.0,0,0,0,0,0,0,65
flat,dlf regal gardens,sector 90,1.75 Crore,7900.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,3.0,East,1 to 5 Year Old,,2215.0,,,0,0,0,0,1,0,6
flat,signature global solera 2,sector 107,37 Lac,6680.0,Carpet area: 553.85 (51.45 sq.m.),2,2,2,9.0,,0 to 1 Year Old,,,,553.802655,0,0,0,0,0,0,23
flat,indiabulls enigma,sector 110,3.7 Crore,10882.0,Super Built up area 3400(315.87 sq.m.),4,5,3,7.0,South-West,1 to 5 Year Old,,3400.0,,,0,1,0,0,0,0,156
house,bptp astaire gardens,sector 70a,1.18,8137.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,1 to 5 Year Old,1450.0,,,1450.0,0,0,0,0,1,1,153
flat,signature global the millennia 3,sector 37d,45 Lac,7627.0,Carpet area: 590 (54.81 sq.m.),2,3,2,8.0,,Dec 2024,,,,590.0,0,0,0,0,0,0,8
flat,pivotal devaan,sector 84,37 Lac,6346.0,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5.0,North-West,1 to 5 Year Old,,583.0,,483.0,0,0,0,0,0,0,73
house,,sector 8,1.6,28674.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,,1 to 5 Year Old,558.0,,62.0,,0,0,0,0,0,0,0
flat,m3m sierra 68,sector 68,1.2 Crore,9000.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,1.0,North,1 to 5 Year Old,,1250.0,,750.0,0,0,0,0,0,2,76
flat,kamal residence,sohna road,40 Lac,7633.0,Carpet area: 524 (48.68 sq.m.),2,2,1,0.0,North-East,0 to 1 Year Old,,,,524.0,0,0,0,0,1,1,16
flat,orchid petals,sector 49,4.16 Crore,11700.0,Super Built up area 3557(330.46 sq.m.),5,4,3+,14.0,East,1 to 5 Year Old,,3557.0,,,1,1,0,0,0,0,40
house,,sector 8,0.82,10224.0,Carpet area: 802 (74.51 sq.m.),4,4,0,2.0,,undefined,802.0,,,802.0,0,0,0,0,0,0,0
flat,corona optus,sector 37c,1.26 Crore,7250.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3,3,3,4.0,North-East,0 to 1 Year Old,,1735.0,1400.0,965.0,0,0,0,0,0,0,28
house,emaar the palm springs,sector 54,24.0,600000.0,Plot area 400(37.16 sq.m.),5,5,2,1.0,North-East,10+ Year Old,400.0,,400.0,,1,1,0,1,0,1,122
house,sai kripa floors 5,sector 11,0.9,11250.0,Plot area 800(74.32 sq.m.),5,5,3,3.0,,1 to 5 Year Old,800.0,,800.0,,0,0,0,0,0,0,0
flat,signature global synera,sector 81,40 Lac,6319.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,1 to 5 Year Old,,633.0,,539.0,0,0,0,0,0,1,23
flat,dlf the primus,sector 82a,1.85 Crore,10283.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,2.0,South,1 to 5 Year Old,,1799.0,,1538.0,0,0,0,0,0,1,44
flat,ats triumph,sector 104,1.95 Crore,8515.0,Carpet area: 2290 (212.75 sq.m.),3,3,3+,3.0,,0 to 1 Year Old,,,,2290.0,0,1,0,0,0,0,69
house,,sector 25,10.5,29022.0,Plot area 402(336.12 sq.m.),5,5,3,3.0,East,5 to 10 Year Old,3618.0,,402.0,,1,1,0,1,0,0,42
flat,supertech araville,sector 79,80 Lac,6178.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,9.0,,0 to 1 Year Old,,1295.0,,,0,0,0,0,1,0,24
flat,emaar palm gardens,sector 83,1.8 Crore,9474.0,Built Up area: 1900 (176.52 sq.m.),3,4,0,9.0,,undefined,,,1900.0,,0,0,0,0,0,0,55
flat,antriksh heights,sector 84,53.5 Lac,4458.0,Super Built up area 1200(111.48 sq.m.),2,2,3+,17.0,North-West,1 to 5 Year Old,,1200.0,,,0,0,0,0,0,0,81
flat,laxmi pareena,sector 99a,30 Lac,6666.0,Carpet area: 450 (41.81 sq.m.),2,1,0,12.0,North,undefined,,,,450.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,1.3 Crore,7424.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,10.0,East,1 to 5 Year Old,,1751.0,,1290.0,0,0,0,0,0,0,49
flat,godrej summit,sector 104,85 Lac,5878.0,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2,2,3+,10.0,East,1 to 5 Year Old,,1446.0,1269.0,777.0,1,0,0,0,0,0,79
flat,tulip violet,sector 69,3.1 Crore,9822.0,Super Built up area 3156(293.2 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,6,3+,14.0,North,1 to 5 Year Old,,3156.0,,2500.0,0,1,0,1,0,0,174
house,vipul tatvam villa,sector 48,22.0,26667.0,Plot area 1000(836.13 sq.m.),5,6,3,3.0,,5 to 10 Year Old,8250.0,,1000.0,,0,1,0,0,0,0,54
flat,sare green parc phase 3,sector 92,1.08 Crore,5150.0,Super Built up area 2090(194.17 sq.m.),4,4,2,16.0,,0 to 1 Year Old,,2090.0,,,0,1,0,0,0,0,107
house,,sohna road,1.5,14245.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,0 to 1 Year Old,1053.0,,117.0,,1,0,0,1,0,1,69
flat,capital residences 360,sector 70a,1.69 Crore,8552.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,8.0,North-East,0 to 1 Year Old,,1976.0,1900.0,1650.0,0,1,0,0,0,0,165
flat,tulip leaf,sector 69,2.07 Crore,11423.0,Super Built up area 1812(168.34 sq.m.),3,3,3,16.0,South-West,1 to 5 Year Old,,1812.0,,,0,0,0,0,0,0,49
flat,m3m heights,sector 65,1.99 Crore,15793.0,Super Built up area 1260(117.06 sq.m.),2,2,2,26.0,,Dec 2023,,1260.0,,,0,0,0,0,0,0,48
flat,bestech park view residency,sector 2,1.51 Crore,7869.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,5 to 10 Year Old,,1920.0,,,0,1,0,0,0,1,84
flat,emaar mgf emerald floors premier,sector 65,2.85 Crore,14430.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,3.0,North,1 to 5 Year Old,,,,1975.0,1,1,0,0,0,0,28
flat,orchid petals,sector 49,2.45 Crore,11887.0,Super Built up area 2061(191.47 sq.m.),3,3,3,0.0,North-East,1 to 5 Year Old,,2061.0,,,1,0,0,0,0,0,49
house,,sector 26,4.45,35185.0,Plot area 150(125.42 sq.m.),4,4,3,3.0,West,10+ Year Old,1265.0,,150.0,,0,0,0,0,0,0,25
flat,bestech park view ananda,sector 81,1.15 Crore,6927.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3,2,3+,6.0,South,1 to 5 Year Old,,1660.0,,1282.0,1,0,0,0,0,1,104
flat,dlf royalton tower,sector 43,6.5 Crore,22108.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,1 to 5 Year Old,,2940.0,,,0,1,0,0,0,0,15
flat,ss the leaf,sector 85,1.84 Crore,7641.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,1 to 5 Year Old,,2408.0,,1685.0,0,0,0,1,0,0,158
house,,sector 46,2.25,24510.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),4,3,3,3.0,North-East,1 to 5 Year Old,918.0,,90.0,85.0,1,0,0,0,0,1,35
house,,sector 2,2.95,15989.0,Plot area 205(171.41 sq.m.),4,4,3+,2.0,North-West,10+ Year Old,1845.0,,205.0,,0,0,0,0,0,0,27
flat,godrej nature plus,sector 33,1.2 Crore,12000.0,Carpet area: 1000 (92.9 sq.m.),2,2,3+,3.0,North-East,Aug 2023,,,,1000.0,0,0,0,0,0,0,105
house,bestech park view ananda,sector 81,4.35,7937.0,Plot area 5480(509.11 sq.m.),4,4,3,2.0,North,1 to 5 Year Old,5481.0,,5480.0,,0,1,1,0,0,0,51
house,vatika india next,sector 82,7.0,194444.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,1 to 5 Year Old,360.0,,3900.0,3743.0,0,1,0,0,0,2,105
house,eldeco mansionz,sector 48,5.15,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,7,3,2.0,East,5 to 10 Year Old,2727.0,,302.0,300.0,0,1,0,1,0,1,145
house,4s aradhya homes,sector 67a,1.83,6778.0,Plot area 300(250.84 sq.m.),4,4,2,4.0,East,0 to 1 Year Old,2700.0,,300.0,,0,0,0,1,0,1,145
